/local2/hbansal/nextqa/NExTVideo/1106/4010069381.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""Play the instrument by rolling the handle.""?
AI: ",0.796875,0.796875,0.2021484375
/local2/hbansal/nextqa/NExTVideo/1106/4010069381.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""Play the instrument by tapping your feet.""?
AI: ",0.5,0.5,0.5
/local2/hbansal/nextqa/NExTVideo/1106/4010069381.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""Play the instrument by strumming the string.""?
AI: ",0.77734375,0.77734375,0.22265625
/local2/hbansal/nextqa/NExTVideo/1106/4010069381.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""Play the instrument by hitting with sticks.""?
AI: ",0.6796875,0.6796875,0.3203125
/local2/hbansal/nextqa/NExTVideo/1106/4010069381.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""Play the instrument by patting with your hand.""?
AI: ",0.65234375,0.65234375,0.34765625
/local2/hbansal/nextqa/NExTVideo/0063/2435100235.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""The man cycling tries to sell the watch to the man in the trishaw by giving him the catalogue.""?
AI: ",0.70703125,0.70703125,0.294921875
/local2/hbansal/nextqa/NExTVideo/0063/2435100235.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""The man cycling tries to sell the watch to the man in the trishaw by showing him a video.""?
AI: ",0.26953125,0.26953125,0.73046875
/local2/hbansal/nextqa/NExTVideo/0063/2435100235.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""The man cycling tries to sell the watch to the man in the trishaw by showing him the watch.""?
AI: ",0.70703125,0.70703125,0.294921875
/local2/hbansal/nextqa/NExTVideo/0063/2435100235.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""The man cycling tries to sell the watch to the man in the trishaw by dismounting his bicycle.""?
AI: ",0.65234375,0.65234375,0.34765625
/local2/hbansal/nextqa/NExTVideo/0063/2435100235.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video entail the description: ""The man cycling tries to sell the watch to the man in the trishaw by giving him the watch strap.""?
AI: ",0.65234375,0.65234375,0.34765625
